Année de notification;Intitulé exhaustif du marché;Nature du marché;Date de signature;Titulaire;Code postal;Montant minimum HT;Montant maximum HT ou Montant global et forfaitaire HT;Filename
2014;Organisation de prestations de séjours de vacances et d'excursions en France Métropolitaine et en Europe destinées aux personnes retraitées pour les années 2015, 2016 et 2017 (lot 10);Services;2014-12-18;Univairmer;92250;216660;866640;Open Data 2014
2014;Maintenance des systèmes de télécommunication sur les sites du Centre d'Action Sociale de la Ville de Paris;Services;2014-12-31;SUNCOM;91160;sans minimum;sans maximum;Open Data 2014
2013;Fourniture de produits d'entretien et d 'articles de ménage et d'entretien pour les établissements du CAS-VP Lot n°2;Fournitures;2013-01-30;Hersand Delaisy Kargo;95200;668896;1337792;Open Data 2013
2013;Fourniture de cylindres de fermeture de porte;Fournitures;2013-02-01;Distribution Sureté Protection;75014;;50000;Open Data 2013
2013;Rénovation et amélioration de 5 chaufferies dans 5 établissements  Lot n°5;Travaux;2013-02-08;CRAM SAS;78130;;197213.8;Open Data 2013
2013;Fourniture de petit matériel de peinture aux établissements du CAS-VP;Fournitures;2013-02-12;Peinture de Paris;92506;200000;Sans maximum;Open Data 2013
2013;Acquisition, intégration, maintenance et support d'un logiciel de gestion du patrimoine et des immobilisations du CAS-VP;Fournitures;2013-03-05;SELDON FINANCE SAS;64210;836120.4;1672240.8;Open Data 2013
2013;Marché à bons de commande pour les travaux de menuiserie et de vitrerie dans les établissements du Centre d’Action Sociale de la Ville de Paris;Travaux;2013-03-07;Moreau;93300;;80000;Open Data 2013
2013;Modernisation des ascenseurs, monte-charges et plateformes élévatrices pour personnes à mobilité réduite dans les établissements du Centre d'Action Sociale de la Ville de Paris Lot n°3;Travaux;2013-03-07;KONE;92935;;398244;Open Data 2013
2013;Travaux divers d'amélioration de l'EHPAD « HEROLD » sis 66/74, rue du Général Brunet - 75019 Paris Lot n°2;Travaux;2013-03-08;BACOTRA;75013;;98359.4;Open Data 2013
2013;Rénovation et amélioration de 5 chaufferies dans 5 établissements Lot n°1;Travaux;2013-03-08;SAS CELSIO;92752;;208620.05;Open Data 2013
2013;Entretien des équipements de cuisine (bacs décanteurs séparateurs à graisse et à fécules, système d'extraction et de ventilation et récupération des huiles usagées) dans les établissements du Centre d'Action Sociale de la Ville de Paris;Services;2013-04-02;SANITRA Services;92752;501672.24;2006688.96;Open Data 2013
2013;Maîtrise d’œuvre pour la modernisation d’ascenseurs, monte-charges et plates-formes élévatrices pour personnes à mobilité réduite sur divers établissements du Centre d’Action Sociale de la Ville de Paris;Services;2013-05-24;ATEC;14000;;28840;Open Data 2013
2013;Fourniture et installation de matériel électroménager domestique et de matériel multimédia pour les établisseaments du Centre d'Action Sociale de la Ville de Paris Lot n°2;Fournitures;2013-06-04;Darty et fils;93140;100334.48;Sans maximum;Open Data 2013
2013;prestations de télésécurité pour des établissements du Centre d'Action Sociale de la Ville de Paris;Services;2013-07-03;SCUTUM;94536;Sans minimum;100334.44;Open Data 2013
2013;Fourniture de vins à divers établissements du CASVP;Fournitures;2013-07-12;VANEAU;75007;508000;2032000;Open Data 2013
2013;"Prestations de reprographie, impression numérique, imagerie pour les établissements 
du Centre d’Action Sociale de la Ville de Paris";Fournitures;2013-07-15;Ateliers DEMAILLE;94140;40000;160000;Open Data 2013
2013;Fourniture de fioul domestique ordinaire et de qualité supérieure à l'ensemble des membres du groupement de commande: Ville de Paris, Département de Paris et CAS-VP;Fournitures;2013-07-22;Delostatlet Thibault;92400;Sans minimum;Sans maximum;Open Data 2013
2013;Réalisation d'actes de biologie médicale prescrits aux résidents des EHPAd du CAS-VP Lot n°3;Services;2013-07-29;Selas EYLAU UNILAB;75116;Sans minimum;Sans maximum;Open Data 2013
2013;"Droit d'entrée sur invitation à ""universcience"" (Etablissement Public du Palais de la découverte et de la Cité des Sciences et de l'Industrie) pour le Centre d'Action Sociale de la Ville de Paris (CASVP)";Services;2013-09-25;EPPDCSI - Universcience;75019;44000;176000;Open Data 2013
2013;Entretien et dépannage des matériels de restauration dans divers établissements du Centre d’Action Sociale de la Ville de Paris;Services;2013-10-02;MI2C;91310;800000;2400000;Open Data 2013
2013;Fourniture d'articles hoteliers à usage unique pour tous les établissements du CAS-VP;Fournitures;2013-10-21;CEE;91070;401377.8;1003344.48;Open Data 2013
2013;Prestations intellectuelles relatives à l’analyse fonctionnelle et la modernisation des ascenseurs, monte-charges et plates-formes élévatrices pour personnes à mobilité réduite dans les établissements relevant du CASVP Lot n° 2 : Etablissements situés dans les 17ème, 18ème, 19ème et 20ème arrondissements de Paris, la Seine Saint Denis (93), le Val de Marne (94), le Val d’Oise (95) et Villers Côtterets (02);Services;2013-10-31;ATEC;78180;120000;Sans maximum;Open Data 2013
2013;Accompagnement médico-psychologique afin de favoriser le maintien dans l'emploi et le reclassement professionnel, pour le compte du CAS-VP;Services;2013-11-06;ANEVOL;69003;Sans minimum;130000;Open Data 2013
2013;Nettoyage des locaux administratifs et des locaux des Permanences Sociales d'Accueil du CAS-VP Lot 4;Services;2013-11-28;MAINTENANCE INDUSTRIE;75020;Sans minimum;Sans maximum;Open Data 2013
2013;Fourniture d’articles à usage unique de protection de l’incontinence adulte et assistance à la formation et à la gestion de l’incontinence dans les EHPAD;Fournitures;2013-12-02;SCA Hygiene products;95761;1872909.68;2859531.76;Open Data 2013
2013;Prestation de service pour l'évaluation externe de 13 des EHPAD du CAS-VP par un organisme habilité par l'ANESM;Services;2013-12-03;CNEH;92240;;139907;Open Data 2013
2013;Marché dommages aux biens et risques annexes;Services;2013-12-06;Gras Savoye;92814;;538378.15;Open Data 2013
2013;Fourniture, installation et maintenance de lits médicalisés pour divers EHPAD du CAS-VP Lot n°3;Fournitures;2013-12-06;CORONA MEDICAL;37210;Sans minimum;Sans maximum;Open Data 2013
2013;Audit fonctionnels et sanitaires des systèmes de production et de distribution d'eau chaude sanitaire;Services;2013-12-23;Aquafluence;75011;40000;196000;Open Data 2013
2016;Suivi et support du progiciel système budgétaire et comptable;Services;2016-02-05;GFI Progiciels SAS;93400;400000;1000000;Open Data 2016
2016;Entretien des toitures-terrasses avec éléments porteurs en maçonnerie, des gouttières et chêneaux des établissements relevant du CASVP (lot 2);Services;2016-02-09;THOISON;94240;60000;sans;Open Data 2016
2016;Réalisation d'actes de biologie médicale prescrits aux résidents des EHPAD du CASVP      Lot 3 : EHPAD Jardin des Plantes;Services;2016-02-09;BIOPATH;94220;sans;sans;Open Data 2016
2016;Mise en place de stages d'informatique, d'Anglais et d'Espagnol à l'intention des Parisiens retraités et préretraités (à partir de 55 ans) au sein de clubs du CASVP                             Lot 1 - mise en place de 32 stages d'initiation et de découverte de l'informatique;Services;2016-02-25;REALISATIONS HUMAINES;75002;;26112;Open Data 2016
2016;Modernisation des ascenseurs, monte-charges et plateformes élévatrices pour personnes à mobilité réduite dans les établissements du Centre d'Action Sociale de la Ville de Paris                              Lot 3 : résidence-appartements Les Maréchaux, résidence-services Saint Eloi, restaurant Les Saules, siège de la 19ème Section, EHPAD Oasis;Travaux;2016-04-01;CEPA ASCENSEURS;60230;;85550;Open Data 2016
2016;Modernisation des ascenseurs, monte-charges et plateformes élévatrices pour personnes à mobilité réduite dans les établissements du Centre d'Action Sociale de la Ville de Paris                              Lot 2 : résidence-appartements Faubourg du Temple,résidences-services Vaugelas et Saint Eloi;Travaux;2016-04-01;CEPA ASCENSEURS;60230;;398250;Open Data 2016
2016;Fourniture, livraison et installation de mobilier pour les établissements du Centre d’Action Sociale de la Ville de Paris (lot 2);Fournitures;2016-04-05;DLM;30000;320000;sans;Open Data 2016
2016;Entretien des ascenseurs, monte-charges et plates-formes élévatrices pour personnes à mobilité réduite dans les établissements relevant du CASVP (lot 6);Services;2016-04-07;THYSSENKRUPP ASCENSEURS;49024;15000;sans;Open Data 2016
2016;Rénovation et amélioration de 4 chaufferies dans 4 établissements relevant du CASVP (lot 4);Travaux;2016-05-02;CRAM;78130;;148977.67;Open Data 2016
2016;Petites fournitures industrielles pour les établissements du CASVP;Fournitures;2016-05-04;AU FORUM DU BATIMENT;75015;144000;432000;Open Data 2016
2016;Réalisation de travaux de serrurerie dans les établissements du Centre d'Action Sociale de la Ville de Paris;Travaux;2016-06-09;SMAI;94100;400000;2400000;Open Data 2016
2016;Fourniture et livraison de pains et viennoiseries à divers établissements du CASVP (lot 2);Fournitures;2016-07-17;France PAIN;93200;720000;260000;Open Data 2016
2016;"Blanchissage du linge des résidences-services, des restaurants et du CTI du CASVP par un Etablissement et Service d'Aide par le Travail (ESAT), une Entreprise Adaptée (EA) ou structure équivalente
lot 2: Blanchissage du linge des résidences-services , des restaurants et du CTI du Sud et du Sud-Est de Paris (12e, 13e, 14e arrondissements)";Services;2016-08-10;ESAT Les Ateliers de Jemmapes;75012;28000;320000;Open Data 2016
2016;Suivi et support du progiciel de gestion de l’hébergement, de la dépendance et des soins ACTARUS;Services;2016-08-18;ALTAIR;35540;280000;800000;Open Data 2016
2016;Maîtrise d'œuvre pour la modernisation d'ascenseurs et de monte-malades dans différents établissements du centre d'Action Sociale de la Ville de Paris;Services;2016-09-27;ALTEM Conseil;13007;;22620;Open Data 2016
2016;Groupement VP: Fourniture, pose de mobiliers métalliques et de rayonnages destinés aux services de la collectivité parisienne et du CASVP;Fournitures;2016-10-12;SAMODEF FORSTER;92000;0;260000;Open Data 2016
2016;Réalisation d'aménagements de postes de travail afin de favoriser le maintien dans l'emploi, pour le compte du CASVP;Services;2016-10-21;SOLUTIONS PRODUCTIVES;35170;sans;200000;Open Data 2016
2016;Maîtrise d'œuvre pour la rénovation de 3 chaufferies sur 3 établissements du CASVP;Services;2016-10-25;AGATHE BET;59760;;56000;Open Data 2016
2016;Prestations d'infogérance pour le CAS-VP;Services;2016-10-26;SGUI;75015;sans;2000000;Open Data 2016
2016;Raccordement de l'EHPAD Arthur Groussier au service de la distribution publique de chaleur de la ville de Bondy 6, avenue Marx Dormoy - 93140 Bondy;Services;2016-12-01;STB Groupe CORIANCE;93140;sans;sans;Open Data 2016
2016;Prestations intellectuelles relatives à l'analyse fonctionnelle et la modernisation des ascenseurs, monte-charges et plates-formes élévatrices pour personnes à mobilité réduite dans les établissements du CASVP;Services;2016-12-09;ALTEM Conseil;13007;200000;1200000;Open Data 2016
2014;Prestations de pédicurie à domicile (lot 1);Services;2014-01-02;Pichot Aurélie;94100;sans minimum;sans;Open Data 2014
2014;Désinsectisation, désinfection, dératisation, curage des vide ordures et lutte anti pigeons dans les établissements du CAS-VP (lot 1);Services;2014-02-19;ISS Hygiene et Prévention;75017;240000;sans maximum;Open Data 2014
2014;Désinsectisation, désinfection, dératisation, curage des vide ordures et lutte anti pigeons dans les établissements du CASVP (lot 2);Services;2014-02-19;ISS Hygiene et Prévention;75017;180000;sans maximum;Open Data 2014
2014;Elagage et abattage d’arbres dans les établissements du CASVP;Services;2014-03-10;SAMU;78000;200000;sans maximum;Open Data 2014
2014;Entretien des dispositifs d'alimentation électrique principale et de secours dans les établissements relevant du CASVP (lot 2);Services;2014-03-12;SPIE;93287;200000;sans maximum;Open Data 2014
2014;Fourniture, montage et installation de mobilier d'accueil, de salons et de salles à manger pour les salons d'étages de l'EHPAD Anselme Payen (marché subséquent);Fournitures;2014-03-13;MACH KUSCH + CO SARL;21910;61290.2;61290.2;Open Data 2014
2014;Fourniture, montage et installation de mobilier d'accueil, de salons et de salles à manger pour les salles à manger du RDC, du personnel et des étages de l'EHPAD Harmonie (marché subséquent);Fournitures;2014-03-27;EUR'EQUIP;59552;32240;32240;Open Data 2014
2014;Réalisation d'aménagement de postes de travail afin de favoriser le maintien dans l'emploi, pour le compte du Centre d'Action Sociale de la Ville de Paris;Services;2014-07-01;ERGONOMIE CONSEIL;91310;sans minimum;400000;Open Data 2014
2014;Organisation de déjeuners réveillons destinés aux personnes âgées parisiennes (pendant la période des mois de décembre 2014 et janvier 2015) (lot 2);Services;2014-07-11;Les cabarets de l'Etoile -Villa d'Este;75008;21122.5;84490;Open Data 2014
2014;"Assistance à maîtrise d'ouvrage
pour audit technique et réglementaire, et estimation du coût de travaux dans le cadre de programmations dans les établissements du CASVP (lot 1)";Services;2014-07-11;SMG INGENIERIE;94100;80000;sans maximum;Open Data 2014
2014;"Marché de travaux relatif à la restructuration de la cuisine du Restaurant Emeraude et Solidaire ""Vellefaux"" sis 66, avenue Claude Vellefaux 75010 - Paris";Travaux;2014-07-11;SSEI;94440;;492532.41;Open Data 2014
2014;Conception, organisation et animation de formation au métier de soignant et à la connaissance de la personne âgée pour les agents du CASVP (lot 3);Services;2014-08-26;FNAQPA;69811;99000;180000;Open Data 2014
2014;Conception, organisation et animation de formation au métier de soignant et à la connaissance de la personne âgée pour les agents du CASVP (lot 2);Services;2014-08-26;FNAQPA;69811;306000;510000;Open Data 2014
2014;Organisation de déjeuners réveillons destinés aux personnes âgées parisiennes (pendant la période des mois de décembre 2014 et janvier 2015) (lot 1);Services;2014-09-29;Le chalet du lac de Saint-Mandé;75012;42862.5;171450;Open Data 2014
2014;Suivi et support du logitiel Millésime et de son infocentre;Services;2014-09-29;Implicit;51010;sans minimum;sans maximum;Open Data 2014
2014;Entretien des ascenseurs, monte-charges, monte-dossiers et plates-formes élévatrices pour personnes à mobilité réduite dans les établissements relevant du CASVP (lot 2);Services;2014-09-30;THYSSENKRUPP;92816;360000;sans maximum;Open Data 2014
2014;Nettoyage des locaux des CHRS Relais des Carrières et Charonne et du CHU Crimée du CASVP;Services;2014-12-05;RENE JULIEN;92300;sans minimum;sans maximum;Open Data 2014
2014;Conception, organisation et animation de formations relatives à l’hygiène et à la sécurité pour les agents du Centre d’Action Sociale de la Ville de Paris (lot 3);Services;2014-12-09;SOFIS;56410;84000;336000;Open Data 2014
2014;Organisation de prestations de séjours de vacances et d'excursions en France Métropolitaine et en Europe destinées aux personnes retraitées pour les années 2015, 2016 et 2017 (lot 2);Services;2014-12-18;Cityvision;75001;29325;117300;Open Data 2014
2014;Organisation de prestations de séjours de vacances et d'excursions en France Métropolitaine et en Europe destinées aux personnes retraitées pour les années 2015, 2016 et 2017 (lot 12);Services;2014-12-18;Itinéraire international;75020;178848;715392;Open Data 2014
2014;Conception, organisation et animation de formations à l'accueil du public pour les agents du CASVP;Services;2014-12-29;PRACTIS;78140;100000;560000;Open Data 2014
2015;Modernisation de ascenseurs, monte-charges et plate-formes élévatrices pour personnes à mobilité réduite dans les établissements du CASVP (lot 1);Travaux;2015-02-02;CEPA ASCENSEURS;60230;;473912.0;Open Data 2015
2015;Mise en place de stages d'informatique, d'anglais  et d'espagnol à l'intention des parisiens retraités et préretraités au sein des clubs du CASVP;Services;2015-02-25;Réalisations Humaines;75002;;24960.0;Open Data 2015
2015;Fourniture et distribution de repas les dimanches et jours fériés dans les restaurants solidaires;Fournitures;2015-03-09;VOR;93380;160000.0;1000000.0;Open Data 2015
2015;Fourniture et livraison de repas à domicile lot 2;Fournitures;2015-04-29;Saveurs et Vie;94310;sans;4000000.0;Open Data 2015
2015;Rénovation et amélioration de 4 chaufferies dans 4 établissements relevant du CASVP, Lot n°4: Rénovation du centre thermique et amélioration des réseaux de distribution de chaleur et d'eau chaude sanitaire de la Résidence- 13, rue Visconti - 75006 Paris;Travaux;2015-05-07;CRAM;76087;;106997.04;Open Data 2015
2015;Travaux de plomberie 24h/24 et 7j/7 dans les établissements du CASVP - Lot 1;Travaux;2015-06-04;La Louisiane;75018;400000.0;sans;Open Data 2015
2015;Travaux de plomberie 24h/24 et 7j/7 dans les établissements du CASVP - Lot 3;Travaux;2015-06-04;La Louisiane;75018;400000.0;sans;Open Data 2015
2015;Remplacement de menuiseries extérieures et travaux connexes de finition;Travaux;2015-06-08;SSEI;94450;;47429.0;Open Data 2015
2015;Nettoyage des vitres et des points lumineux des établissements du CASVP (lot 2);Services;2015-06-17;Maintenance industrie;75020;;38723.01;Open Data 2015
2015;Réalisation d'actes de radiologie et d'échographie prescrits aux résidents des EHPAD du Centre d'Action Sociale de la Ville de Paris EHPAD ANNIE GIRARDOT (lot 2);Services;2015-07-08;PARIS RADIOLOGIE;75015;sans;sans;Open Data 2015
2015;Réalisation d'actes de radiologie et d'échographie prescrits aux résidents des EHPAD du Centre d'Action Sociale de la Ville de Paris EHPAD JULIE SIEGFRIED/ EHPAD ALICE PRIN/ EHPAD FURTADO HEINE (lot 3);Services;2015-07-08;PARIS RADIOLOGIE;75015;sans;sans;Open Data 2015
2015;Prestations de nettoyage de l'EHPAD Alice Prin;Services;2015-08-12;ESSI JADE;75020;sans;sans;Open Data 2015
2015;Réalisation d'actes de biologie médicale prescrits aux résidents des EHPAD du Centre d'Action Sociale de la Ville de Paris - Lot 1: EHPAD Hérold;Services;2015-08-12;BIO PARIS OUEST;92200;sans;sans;Open Data 2015
2015;Réalisation d'actes de biologie médicale prescrits aux résidents des EHPAD du Centre d'Action Sociale de la Ville de Paris Lot 5: EHPAD Harmonie;Services;2015-08-12;BIOPATH;94220;sans;sans;Open Data 2015
2015;Réalisation d'actes de biologie médicale prescrits aux résidents des EHPAD du Centre d'Action Sociale de la Ville de Paris Lot 9: EHPAD François 1er;Services;2015-08-12;NOVABIO DIAGNOSTICS;2313;sans;sans;Open Data 2015
2015;Réalisation d'actes de biologie médicale prescrits aux résidents des EHPAD du Centre d'Action Sociale de la Ville de Paris lot 10: EHPAD Galignani;Services;2015-08-12;BIO PARIS OUEST;92200;sans;sans;Open Data 2015
2015;Pretsations de débarras et de déménagements d'objets mobiliers, de matériels et d'objets divers de l'EHPAD Belleville et de la PSA Chemin Vert;Services;2015-09-22;SOCADEM;95250;0.0;40000.0;Open Data 2015
2015;"Entretien, remise en état et mise en valeur des espaces verts des établissements relevant du Centre d'Action Sociale de la Ville de Paris
Lot n°2: établissements situés dans les 4ème , 10ème et 12ème arrondissements de Paris";Services;2015-10-09;ESAT La Gabrielle;77410;40000.0;sans;Open Data 2015
2015;Prestation de service d'insertion dans la presse et sur Internet d'annonces de recrutement;Services;2015-10-14;ORC;75009;sans;sans;Open Data 2015
2015;SUIVI ET SUPPORT DU LOGICIEL PHARMA;Services;2015-10-22;Computer-Engineering;75008;60000.0;sans;Open Data 2015
2015;"Droits d'entrée sur invitation à ""universcience"" (Etablissement Public du Palais de la découverte et de la Cité des sciences et de l'industrie) pour le Centre d'Action Sociale de la Ville de Paris";Services;2015-10-26;Universcience;75008;22000.0;88000.0;Open Data 2015
2015;Accompagnement au changement des pratiques managériales. Lot 1: Accompagnement à la création d'un référentiel  de compétences pour les cadres du CAS-VP;Services;2015-12-29;OBEA;92100;;80800.0;Open Data 2015
2016;Remplacement du système de sécurité incendie incluant la réfection de l'éclairage de sécurité de l'établissement EHPAD JARDIN DES PLANTES;Travaux;2016-01-27;ERIS;94;;411755.53;Open Data 2016
2016;Entretien des toitures-terrasses avec éléments porteurs en maçonnerie, des gouttières et chêneaux des établissements relevant du CASVP (lot 4);Services;2016-02-09;THOISON;94240;60000;sans;Open Data 2016
2016;Fourniture et installation de matériel et de mobilier à usage médical pour certains établissements du CASVP - Lot 2: Chariots;Fournitures;2016-02-09;VILLARD;72190;sans;sans;Open Data 2016
2016;Fourniture et installation de matériel et de mobilier à usage médical pour certains établissements du CASVP - Lot 3: Matériel d'aide au déplacement;Fournitures;2016-02-09;MEDICAL GOUIN ENSEIGN DISTRI CLUB MEDICAL;77380;sans;sans;Open Data 2016
2016;Maintenance, acquisition et installation de systèmes d'appels malades dans les EHPAD et résidences-services du CASVP (lot 1);Fournitures;2016-02-09;FOLIATEAM;94100;sans;sans;Open Data 2016
2016;Fourniture, mise en place et exploitation d'un dispositif de télégestion et d'un système de télétransmission pour la gestion du Service d'Aide et d'Accompagnement à Domicile (SAAD) du CASVP;Services;2016-02-15;EDENRED;92240;240000;480000;Open Data 2016
2016;Fourniture, livraison et installation de mobilier pour les établissements du Centre d’Action Sociale de la Ville de Paris (lot 1);Fournitures;2016-04-05;EUR EQUIP;59552;320000;sans;Open Data 2016
2016;Fourniture, livraison et installation de mobilier pour les établissements du Centre d’Action Sociale de la Ville de Paris (lot 1);Fournitures;2016-04-05;WISSNER-BOSSERHOFF;37170;320000;sans;Open Data 2016
2016;Suivi et support du logiciel de gestion SSIAD;Services;2016-04-06;DICSIT INFORMATIQUE;54380;32000;sans;Open Data 2016
2016;Entretien des ascenseurs, monte-charges et plates-formes élévatrices pour personnes à mobilité réduite dans les établissements relevant du CASVP (lot 5);Services;2016-04-07;CEPA ASCENSEURS;60230;200000;sans;Open Data 2016
2016;Groupement VP : Jeux et jouets pour les enfants hors1er âge (lot 2);Fournitures;2016-04-07;PAPETERIES PICHON;42353;;28000;Open Data 2016
2016;Rénovation et amélioration de 4 chaufferies dans 4 établissements relevant du CASVP (lot 3);Travaux;2016-05-02;CELSIO;92752;;402123.67;Open Data 2016
2016;Organisation de prestations d'animations dansantes et spectacles (lot 1);Services;2016-05-02;PG ORGANISATION;63300;91000;150000;Open Data 2016
2016;Fourniture de matériaux bois, composites et de synthèse dans les établissements du CASVP;Fournitures;2016-05-11;NORPANO;92230;80000;800000;Open Data 2016
2016;Organisation de galas destinés aux personnes âgées parisiennes (pendant la période des mois de janvier et février 2017);Services;2016-06-02;ADM Spectacles;93340;100828;155120;Open Data 2016
2016;Entretien, remise en état et mise en valeur des espaces verts des établissements relevant du CASVP (lot 4);Services;2016-06-15;ESAT Alter Ego APAJH;94000;150000;900000;Open Data 2016
2016;Fourniture et prestation de buffets destinés aux personnes retraitées lors de réceptions à l'Hotel de Ville de Paris organisées par le Centre d'Action Sociale de la Ville de Paris;Fournitures;2016-06-17;Mac'Amande;92400;;27602;Open Data 2016
2016;Groupement VP-DP-CASVP / Fourniture et acheminement de gaz naturel aux points de comptage et d'estimation du groupement de commande de la collectivitité parisienne et services associées - Lot 1 : Petites consommations  - CASVP;Fournitures;2016-06-23;ENGIE;76230;sans;sans;Open Data 2016
2016;Groupement VP-DP-CASVP / Fourniture et acheminement de gaz naturel aux points de comptage et d'estimation du groupement de commande de la collectivitité parisienne et services associées - Lot 2 : Grandes consommations - CASVP;Fournitures;2016-06-23;ENGIE;76230;sans;sans;Open Data 2016
2016;Groupement VP-DP-CASVP / Fourniture et acheminement de gaz naturel aux points de comptage et d'estimation du groupement de commande de la collectivitité parisienne et services associées - Lot 3 : Très grandes consommations - CASVP;Fournitures;2016-06-23;SAVE;75002;sans;sans;Open Data 2016
2016;Groupement VP-DP-CASVP / Fourniture et acheminement de gaz naturel aux points de comptage et d'estimation du groupement de commande de la collectivitité parisienne et services associées - Lot 3 : Très grandes consommations - CASVP;Fournitures;2016-06-23;ENGIE;76230;sans;sans;Open Data 2016
2016;Marché à bons de commande pour la réalisation de prestations de géomètre topographe et de géomètre expert;Services;2016-07-01;Techniques TOPO;75011;160000;960000;Open Data 2016
2016;"Fourniture et maintenance de lave-linge et séche-linge semi-professionnels, professionnels et industriels
Lot 2 : Maintenance de lave-linge et séche-linge semi-professionnels, professionnels et industriels";Services;2016-07-04;FC2P SERVICES;75020;60000;160000;Open Data 2016
2016;Exploitation, conduite et entretien des centres thermiques et des réseaux d'eau chaude sanitaire associés des établissements du Centre d'Action Sociale de la Ville de Paris -Lot 1: Établissements situés dans les : 1er, 2ème, 3ème, 4ème, 5ème, 6ème, 7ème, 8ème, 9ème, 10ème et 17ème arrondissement de Paris;Services;2016-07-11;VES;95520;400000;1200000;Open Data 2016
2016;Prestations de nettoyage du CHU Baudricourt, des crèches du CHU Crimée et du CHRS Charonne, des gymnases ouverts dans le cadre du plan grand froid et sortie des conteneurs poubelles du CHRS Relais des Carrières;Services;2016-08-01;MAINTENANCE INDUSTRIE;75020;sans;1400000;Open Data 2016
2016;Location de salles équipées pour les concours et examens professionnels;Services;2016-08-03;EXACO;75012;sans;180000;Open Data 2016
2016;Fourniture de petit matériel d'électricité et d'éléments connexes aux établissements du Centre d'Action Sociale de la Ville de Paris;Fournitures;2016-08-03;SONEPAR IDF;92240;400000;1800000;Open Data 2016
2016;Fourniture de petit matériel de plomberie et d'éléments connexes aux établissements du Centre d'Action Sociale de la Ville de Paris;Fournitures;2016-08-05;CHAPADAUX SAS;93001;400000;1800000;Open Data 2016
2016;"Blanchissage du linge des résidences-services, des restaurants et du CTI du CASVP par un Etablissement et Service d'Aide par le Travail (ESAT), une Entreprise Adaptée (EA) ou structure équivalente
lot 1: Blanchissage du linge des résidences-services et restaurants du Nord et du Nord-Est de Paris (18e, 19e, 20e arrondissements)";Services;2016-08-10;ESAT Marsoulan;93105;8000;160000;Open Data 2016
2016;Mission de maîtrise d'œuvre relative à l'amélioration de la sécurité incendie de l'EHPAD Arthur Groussier;Services;2016-08-12;AKSSIMO;51100;;34344;Open Data 2016
2016;Réalisation de travaux sur les installations d'alarme anti-intrusion et de vidéosurveillance dans les établissements du Centre d'Action Sociale de la Ville de Paris (lot 2);Travaux;2016-12-01;TBES;75018;200000;1200000;Open Data 2016
2016;Nettoyage des EHPAD Alquier Debrousse (lot 1), Jardin des Plantes (lot 2) et Julie Siegfried (lot 3) (lot 1);Services;2016-12-13;MAINTENANCE INDUSTRIE;75020;520000;1280000;Open Data 2016
2016;Nettoyage des EHPAD Alquier Debrousse (lot 1), Jardin des Plantes (lot 2) et Julie Siegfried (lot 3) (lot 3);Services;2016-12-13;GUILBERT PROPRETE;93140;sans;600000;Open Data 2016
2016;Travaux de menuiserie et de vitrerie dans les établissements du CASVP - Lot 1 : Travaux de menuiserie dans les établissements du CASVP;Travaux;2016-12-29;MOREAU / MATHON;93130;400000;1600000;Open Data 2016
2013;Mobilier de chambres CHRS - CHU;Fournitures;2013-02-04;MMO;35500;;99679.95;Open Data 2013
2013;Fourniture, installation et mise en service d'armoires frigorifiques positives et négatives à divers établissements du Centre d'action Sociale de la Ville de Paris;Fournitures;2013-02-25;DUNE;78630;150505.68;602006.72;Open Data 2013
2013;Travaux divers d'amélioration de l'EHPAD « HEROLD » sis 66/74, rue du Général Brunet - 75019 Paris (lot n°4);Travaux;2013-03-08;Bacotra;75013;;52384;Open Data 2013
2013;Travaux divers d'amélioration de l'EHPAD « HEROLD » sis 66/74, rue du Général Brunet - 75019 Paris Lot n°1;Travaux;2013-03-08;ADC;93400;;208277.8;Open Data 2013
2013;Fourniture et livraison d'articles de vaisselles diverses et petits matériels de cuisine aux établissements du CAS-VP;Fournitures;2013-04-02;La BOVIDA;18570;140000;560000;Open Data 2013
2013;La fourniture, l’installation et la mise en service de Fours Mixtes, Mobiles et à Air Pulsé pour certains établissements du Centre d’Action Sociale de la Ville de Paris;Fournitures;2013-05-03;3C;95170;160000;640000;Open Data 2013
2013;"Mission de diagnostic technique relative aux travaux de rénovation de l'ensemble des fenêtres de l'EHPAD ""le cèdre bleu""";Services;2013-05-27;MTH ingenerie;80000;;25420;Open Data 2013
2013;Fourniture de consommables informatiques et de l’environnement bureautique et informatique pour les établissements du Centre d’Action Sociale de la Ville de Paris.;Fournitures;2013-06-04;DYADEM;37210;836120;1505016;Open Data 2013
2013;Rénovation de la couverture en bac acier et reprise des faux plafonds du Club Desnouettes 16, rue du Clos Feuquières 75015 PARIS;Travaux;2013-06-13;AU CŒUR DES TOITS;78650;;53132.4;Open Data 2013
2013;Prestation de remplacement en urgence de personnel d'accueil dans le s centres d'hébergements gérés par le CAS-VP;Services;2013-06-27;Coupd'main;75017;108000;Sans maximum;Open Data 2013
2013;Réalisation de relevés de températures des réseaux d'Eau Chaude Sanitaire sur des établissements du Centre d'Action Sociale de la Ville de Paris;Services;2013-07-26;B3E;92508;120000;Sans maximum;Open Data 2013
2013;Exploitation, conduite et entretien des centres thermiques et des réseaux d’eau chaude sanitaire associés des établissements relevant du centre d’action sociale de la ville de Paris Lot n°4;Services;2013-07-29;VIRON - VINCI;92737;320000;Sans maximum;Open Data 2013
